gold_case_order,gold_case_id,term_review_task_id,resolution_case_id,canonical_term,category,entity_type_proposal,problem_count,candidate_count,source_count,code_alternative_count,candidate_count_bucket,retrieval_profile,multi_source_supported,conflict_pair_count,problem_context_samples_json,gold_link_status,requires_problem_review,gold_decision_reason,reviewer,case_review_status
30,gold-case:58923abf306a0764920a,term-review-task:5a39925900059da115df,resolution-case:193b593629b0aed5828d,조선인민공화국,국가,Polity,3,5,2,3,C03_05,EXACT_AND_EXPANDED,True,3,"[{""problem_id"": ""cj_v41_0139"", ""full_text"": ""화부위 38도 이남의 조선에는 오직 한 정부가 있을 뿐이다. 자천자임(白薦白任)한 관리라든가 경찰이라든가 국민 전체를 쇄표하였노라는 대소 회합이라든가 조선 인민 공화국이라든지 조선 인민 공화국 내각은 권위와 세력과 실재가 전혀 없는 것이다. - 미군정 장관우군소장 아놀드 -\n다음 성명이 발표된 이후에 있었던 사실로 옳지 않은 것은?\n조선 건국 동맹이 결성되었다.\n좌우 합작 7원칙이 발표되었다.\n유엔 한국 임시 위원단이 설치되었다.\n반민족 행위 특별 조사 위원회가 출범하였다.\n귀속 재산 처리를 위해 신한 공사가 설립되었다.""}, {""problem_id"": ""cj_v41_0845"", ""full_text"": ""신문을 보니 며칠 전 정읍에서 이승만이 단독 정부 수립을 시사하는 발언을 했다네. 한국 독립당에서는 단독 정부 수립은 안 된다고 했다더군. 우리 미국은 신탁 통치에 반대하는 단체를 배제하자는 소련의 주장은 제1차 미소 공동 위원회 때와 같습니다.\n(가) 시기에 있었던 사실로 옳은 것은?\n여수·순천 10·19 사건이 발생하였다.\n유엔 한국 임시 위원단이 서울에 도착하였다.\n송진우, 김성수 등이 한국 민주당을 창당하였다.\n여운형 등의 주도로 좌우 합작 위원회가 발족되었다.\n조선 건국 준비 위원회에서 조선 인민 공화국을 선포하였다.""}, {""problem_id"": ""cj_v41_1427"", ""full_text"": ""휘문중학 운동장에서 (가) 의 수반인 여운형 씨가 5천여 군중 앞에서 해방의 제일성을 힘있게 외쳤다. “조선 민족 해방의 날은 왔다. …… 어제 15일 아침 8시에 엔도 조선 총독부 정무총감의 초청을 받아 …… 나는 다섯 가지 요구를 제안하여 무조건 승낙을 받았다. 1. 전 조선 각지에 구속되어 있는 정치, 경제범을 즉시 해방하라 …… 4. 민족 해방의 모든 원동력이 되는 학생 훈련과 청년 조직에 대하여 간섭하지 말라 …… 이것으로 우리 민족 해방의 첫걸음을 내딛게 되었으니 우리가 지난날에 아프고 쓰렸던 것은 이 자리에서 모두 잊어버리자. ……”\n(가)에 대한 설명으로 옳은 것은?\n신한공사를 설립하였다.\n좌우 합작 7원칙을 제시하였다.\n조선 인민 공화국 수립이 선포된 후 해산하였다.\n한인 국방 경위대를 창설하였다.\n남북 협상 공동 성명서를 발표하였다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
31,gold-case:9f5568134ce368f13545,term-review-task:cbc604c69834416b9416,resolution-case:8d761ad54592daa0c0a3,양광도,지명,Place,1,5,2,4,C03_05,EXACT_AND_EXPANDED,True,4,"[{""problem_id"": ""cj_v41_0846"", ""full_text"": ""(가) 완산주를 다시 설치하고 용원을 총관으로 삼았다. 거열주를 빼서 청주(菁 州)를 두니 처음으로 9주가 되었다. 대아찬 복서를 총관으로 심았다. (나)현종견에 절도사를 폐지하고, 5도호와 75도 안무사를 두었으나, 얼마 후 안무시를 폐지하고, 4도호와 8목을 두었다. 그 이후로 5도-양계를 정하니, 양광 경상-전라-교주 서해 동계 북계가그것이다. (다각 도 각 고을의 이름을 고쳤다. --- 드디어 완산을 다시 '전주라고 칭하고, 계림을 다시 경주라고 칭하고, 서북면을 평안도토 하고, 동북면을 영길도'로 하였으니, 평양- 안주 영흥 길주가 계수관이기 때문이다. (라) 전국을 23부의 행정 구역으로 나누어 아래에 열거하는 각 부를 목사, 부사, 군수, 서윤, 판관, 현령, 현감의 관명을 다 없에고 읍의 명칭을 군이라고 하며 읍 장관의 관명을 군수라고 한다. 〈보기〉 그. (가) - 신문왕 재위 시기에 정비되었다. (나)- 지방 장관으로욕살 처려근지 등이 있었다. 다 (다) - 도에는 관찰사가 임명되어 수령을 감독하였다. ㄹ. (라) - 광무 개혁의 일환으로 실시되었다.\n(가)~(라) 지방 통치 체제에 대한 설명으로 옳은 것을 ＜보기＞에서 고른 것은?\nㄱ, ㄴ\nㄱ, ㄷ\nㄴ, ㄷ\nㄴ, ㄹ\nㄷ, ㄹ""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
32,gold-case:f60acfffd4a19ca773f8,term-review-task:062d358b6fd192718b60,resolution-case:f7f04a463e6becaacc05,각저총 씨름도,문화재,Heritage,1,3,2,2,C03_05,EXPANDED_ONLY,True,0,"[{""problem_id"": ""cj_v41_img_54_05"", ""full_text"": ""이 국가의 고분 벽화는 도읍이었던 지안과 평양 일대에 주로 남아 있는데 일상생활과 풍속, 신앙과 의례를 묘사한 것으로 유명합니다. 이제 벽화 사진을 바탕으로 제작한 영상을 생생하게 만나 보세요.\n밑줄 그은 ‘이 국가’의 벽화로 옳지 않은 것은?\n수산리 벽화\n무용총 접객도\n강서대묘 사신도 현무도\n각저총 씨름도\n조선초기 밀양 박익의 무덤벽화""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
33,gold-case:6b16eacb3615530ba67b,term-review-task:d03246a547ef57065235,resolution-case:481a50c21403f8c06922,엄씨,왕조,Polity,1,9,2,8,C06_09,EXPANDED_ONLY,False,24,"[{""problem_id"": ""cj_v41_0351"", ""full_text"": ""(가) 항과 봉은 정씨의 소생이다. 왕은 어머니 윤씨가 폐위되고 죽은 것이 엄씨, 정씨의 참소 때문이라 여기고, 밤에 엄씨, 정씨를 대궐 뜰에 결박하여 놓고 손수 마구 치고 짓밟다가 항과 봉을 불러 엄씨, 정씨를 가리키며 “이 죄인을 치라. '라고 하였다. 왕은 대비에게 “어찌하여 내 어머니를 죽였습니까?\""라고 하며 불손한 말을 많이 하였다. (나) 이덕응이 진술하였다. “윤임과는 항상 대윤, 소윤이라는 말 때문에 화가 미칠까 우려하여 서로 경계하였을 뿐이었고, 모략에 대해서는 모르겠습니다. … 윤임이 신에게 '주상이 전혀 소생할 기미가 없으니 만약 대군이 왕위를 계승하여 윤원로가 뜻을 얻게 되면 우리 집안은 멸족당할 것이다.'라고 하였다. ”\n(가), (나) 사이의 시기에 있었던 사실로 옳은 것은?\n허적과 윤휴 등 남인이 대거 축출되었다.\n정여립 모반 사건으로 기축옥사가 일어났다.\n신진 인사를 등용하기 위해 현량과가 시행되었다.\n조의제문이 발단이 되어 김일손 등이 처형되었다.\n붕당의 폐해를 경계하기 위해 탕평비가 건립되었다.""}]",REJECTED,,,,NOT_STARTED
34,gold-case:6258a6c0f6dc9713f460,term-review-task:fb1bf4f0b4d78cc0dfc4,resolution-case:3d2e128e54b3d3454bce,조일 통상 장정,조약,Work,3,4,2,2,C03_05,EXACT_AND_EXPANDED,True,1,"[{""problem_id"": ""cj_v41_0504"", ""full_text"": ""이달 20일, 함경도 관찰사로부터 보고를 받았는데, 그 내용은 다음과 같았습니 다. “큰 수해를 당하여 조만간 여러 곡식의 피해가 클 듯한데, 콩 등은 더욱 심하여 모두 흉작이 될 것이라고 고하고 있으니, 궁핍하여 식량난을 겪을 것이 장자 불을 보듯 훤합니다. 도내(道內)의 쌀과 공 등의 곡물에 대해서는 내년 가을걷이할 때까지를 기한으로 삼아 잠정적으로 유출을 금지하여 백성들의 식량 사정을 넉넉하게 하는 것이 마땅할까 합니다. 바라건대 통촉하시어 유출 금지 시행 1개월 전까지 일본 공사에게 알리시어, 일본의 상민들이 일체 준수하게 해주십시오.\""\n다음 자료를 활용한 탐구 활동으로 가장 적절한 것은?\n화폐 정리 사업의 결과를 분석한다.\n산미 증식 계획의 실상을 조사한다.\n조일 통상 장정 체결의 영향을 살펴본다.\n토지 조사 사업의 추진 과정을 파악한다.\n양지아문과 지계아문을 설치한 목적을 알아본다.""}, {""problem_id"": ""cj_v41_0929"", ""full_text"": ""각국 공관에 보내는 호소문 천택에澤), 들판, 황무지에 대한 권리를 청구하였다. 우리 나라 사람들은 이를 이용해 2~3년 걸러 윤작을 해야만 먹고살 수 있다. 그런데 만일 이를 외국인에게 주어버린다면 전국의 강토를 모두 빼앗기게 되며 수많은 사람이 참혹한 빈곤에 빠져 구제할 수 없게 될 것이다. 일본인들의 침략을 막고 우리 강토를 보전하도록 힘써 주십시오. 1904년 00월 00일\n다음 자료를 활용한 탐구 활동으로 가장 적절한 것은?\n보안회의 활동 내용을 파악한다.\n독립문의 건립 과정을 알아본다.\n조일 통상 장정의 조항을 검토한다.\n화폐 정리 사업이 끼친 영향을 살펴본다.\n황국 중앙 총상회가 조직된 목적을 분석한다.""}, {""problem_id"": ""cj_v41_1265"", ""full_text"": ""아, 고금 천하에 김옥균, 홍영식 등의 역적들처럼 극악하고 무도한 자들이 있었겠습니까? … 처음에는 연회를 베풀어 사람들을 찔러 죽이고 끝에는 변고가 일어났다고 선언하고는 전하를 강박하여 처소를 옮기게 하였다. 일본 사람들을 끼고 병기를 휘둘러 재상 들을 모두 죽여 궁궐에 피를 뿌리고 장상(將相)의 중직을 잠깐 동안에 차지하여 종묘사직을 위태롭게 하였다.\n다음 자료에 나타난 사건에 대한 설명으로 옳은 것은?\n청군의 개입으로 3일 만에 실패하였다.\n전개 과정에서 홍범 14조가 반포되었다.\n통리기무아문이 설치되는 계기가 되었다.\n조일 통상 장정이 체결되는 결과를 초래하였다.\n구식 군인에 대한 차별 대우가 발단이 되어 일어났다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
35,gold-case:481b2aa22a2200324ee5,term-review-task:9d0195b471fddde1dc7e,resolution-case:68e63b9d9f537b4ecf89,관음 신앙,사상,Concept,2,4,2,3,C03_05,EXACT_AND_EXPANDED,True,3,"[{""problem_id"": ""cj_v41_0680"", ""full_text"": ""(가)는 화엄 사상의 요지를 정리한 화엄일승법계도를 저술하였다. 또한 부석사를 비롯한 여러 사원을 건립하였고 관음 신앙을 강조하였다. (나)는 왕명에 따라 민중을 교화하고 불법을 널리 펴기 위해 노력하였다. 또한 향가인 보현십원가 11수를 지어 화엄 사상을 대중에게 전파하였다. (다)는 문종의 아들로 태어나 출가하였다. 송으로 건너가 고승들과 불법을 토론하고 불교 서적을 수집하여 귀국하였으며, 국청사를 중심으로 천태종을 창시하였다. (라)는 법화 신앙을 바탕으로 강진 만덕사에서 백련 결사를 결성하였다.\n(가)~(라) 승려에 대한 설명으로 옳은 것은?\n(가) - 심성의 도야를 강조한 유불 일치설을 주장하였다.\n(나) - 정혜쌍수와 돈오점수를 수행 방법으로 제시하였다.\n(다) - 불교 경전에 대한 주석서를 모아 교장을 편찬하였다.\n(라) - 9산 선문 중 하나인 가지산문을 개창하였다.\n(가)~(라) - 승과에 합격하고 왕사에 임명되었다.""}, {""problem_id"": ""cj_v41_0952"", ""full_text"": ""보내는 엽서가 나와 있다. 라는 내 용이 나와 있다. 이어 이라는 내용이 나와 있다. 이를 통해 주어진 자료 속 밑줄 그은 는 해동 화엄의 시조로 불리 는 신라의 원교국사 의상(625- 을 가리킴을 알 수 있다. 의상이 경 북 영주에서 부석사*를 세운 것은 문무왕 16년인 676년의 일이다. *부석사 창건 설화: 당에 유학했던 대사가 공부를 마치고 귀국길에 오르자 그 를 사모했던 선묘라는 여인이 용으로 변하여 귀국길을 도왔다. 신라에 돌아온 대사는 불법을 전파하는 중 자신이 원하는 절을 찾았다. 그런데 그곳은 이미 다 른 종파의 무리들이 있었다. 이때 선묘룡이 나타나 공중에서 커다란 바위로 변 신하여 절의 지붕 위에서 떨어질 듯 말 듯 하자 많은 무리들이 혼비백산하여 달아났다. 이러한 연유로 이 절을\n밑줄 그은 '이 승려'에 대한 설명으로 옳은 것은?\n황룡사 구층 목탑의 건립을 건의하였다.\n무애가를 지어 불교 대중화에 노력하였다.\n유식의 교의를 담은 해심밀경소를 저술하였다.\n승려들의 전기를 정리한 해동고승전을 편찬하였다.\n현세의 고난에서 구제받고자 하는 관음 신앙을 강조하였다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
36,gold-case:aeb1393b840ed646be23,term-review-task:b3c630a99ef938ca6b5f,resolution-case:dfc130c5e3f7462c4b97,사택적덕,인물,Person,2,3,2,3,C03_05,EXACT_AND_EXPANDED,False,2,"[{""problem_id"": ""cj_v41_img_62_05"", ""full_text"": ""금제 사리봉영기가 남긴 고대사의 수수께끼 2009년 이 탑의 해체 수리 중에 사리장엄구와 금제 사리봉영기가 발견되었다. 사리봉영기에는 '우리 백제 왕후께서는 좌평 사택적덕의 따님으로 …… 가람을 세우시고 기해년 정월 29일에 사리를 받들어 맞이하셨다.'라는 명문이 있어 큰 주목을 받았다. 이 탑을 세운 주체가 삼국유사에 나오는 선화 공주가 아니라 백제 귀족의 딸로 밝혀져 서동 왕자와 선화 공주 설화의 진위 여부에 대한 논란이 일어나기도 하였다.\n이 탑으로 옳은 것은?\n분황사 모전석탑\n경천사지 십층석탑\n미륵사지석탑\n영광탑\n감은사지 삼층석탑""}, {""problem_id"": ""cj_v41_0904"", ""full_text"": ""이 사진은 익산 미륵사지 서탑 출토 사리 장엄구의 발견 당시 모습이다. 삼국유사에는 (가)이/가 왕후인 신라 선화 공주의 발원으로 미륵사를 창건했다고 되어 있지만, 급제 사리봉영기에는 왕후가 백제 귀족 사택적덕의 딸로 기록되어 있다. 이로 인해 미륵사 창건 배경과 의자왕의 친모가 누구인지에 대한 논란이 벌어지기도 하였다.\n(가) 왕의 재위 시기 삼국의 상황으로 옳은 것은?\n고구려 – 을지문덕이 살수에서 수의 대군을 격파하였다.\n백제 – 고흥이 서기를 편찬하였다.\n백제 – 계백이 황산벌에서 군대를 이끌고 결사 항전하였다.\n신라 – 이사부가 우산국을 정복하였다.\n신라 – 사찬 시득이 기벌포에서 당군에 승리하였다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
37,gold-case:d854dfb994c48c80dcc8,term-review-task:91318deac57be38751a4,resolution-case:c639fd97ad052bdc8272,에네켄 농장,유적,Heritage,2,2,2,2,C01_02,EXACT_AND_EXPANDED,False,0,"[{""problem_id"": ""cj_v41_0321"", ""full_text"": ""이 사진은 1905년 (가) 의 유카탄반도로 계약 노동 이민자들을 수송했던 일포드호이다. 주택 무료 임대, 높은 임금 등을 내건 모집 광고를 믿고 이 화물선을 탄 천여 명의 한국인들은 한 달 넘게 걸려 에네켄 농장에 도착했다. 이들은 광고와 달리 사실상 노예와 다를 없는 생활을 하였다\n(가) 지역에서 있었던 민족 운동으로 옳은 것은?\n권업회의 기관지로 권업신문이 발간되었다.\n독립군 양성을 위한 숭무 학교가 설립되었다.\n북로 군정서가 조직되어 무장 투쟁을 실시하였다.\n주권 재민을 천명한 대동 단결 선언서가 작성되었다.\n유학생들이 중심이 되어 2⋅8독립 선언서를 발표하였다.""}, {""problem_id"": ""cj_v41_1375"", ""full_text"": ""사진은 (가) (으)로 이주한 한인 노동자들의 모습이다. 이민자들은 1905년 (가) 의 유카탄 반도에 도착한 뒤 에네켄 농장 20여 곳에 분산 배치되어 고된 노동에 시달렸습니다. 이들은 어려운 환경 속에서도 독립운동 자금을 모금하는 등 국권 회복을 위한 노력에 동참하였다. 재외 동포 이민사 생생방방송송 중중\n(가) 지역에서 있었던 민족 운동으로 옳은 것은?\n한인 자치 기구인 경학사를 조직하였다.\n권업회를 조직하고 권업신문을 발간하였다.\n중광단을 결성하여 항일 투쟁을 전개하였다.\n숭무 학교를 설립하여 독립군을 양성하였다.\n유학생들이 중심이 되어 2·8 독립 선언서를 발표하였다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
38,gold-case:de91303c42ef7b79608e,term-review-task:38e642887b60b064ac68,resolution-case:c727717ae4190d1f1406,우즈베키스탄,국가,Polity,1,3,2,2,C03_05,EXACT_AND_EXPANDED,False,1,"[{""problem_id"": ""cj_v41_1178"", ""full_text"": ""이 문서는 일제에 협력하는 것을 방지한다는 명분으로 (가) 의 한인들을 중앙아시아로 강제 이주 시키라는 명령서이다. 1937년에 소련 공산당 서기장 스탈린이 승인한 이 명령의 시행으로 블라디보스토크를 포함한 (가) 의 한인 10만 명 이상이 우즈베키스탄, 카자흐스탄 등지로 강제 이주당하였다.\n(가) 지역에서 일어난 민족 운동에 대한 설명으로 옳은 것은?\n권업회를 조직하고 신문을 발행하였다.\n한인 자치 기구인 경학사를 설립하였다.\n유학생을 중심으로 2·8 독립 선언서를 발표하였다.\n독립군 양성을 위해 대조선 국민 군단을 결성하였다.\n서전서숙과 명동 학교를 설립하여 민족 교육을 실시하였다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
39,gold-case:113eca22dd33390cbbef,term-review-task:32d38fa46a8d7eb435a0,resolution-case:0e959c8ebbe5091525f2,용원,인물,Person,2,10,2,8,C10,EXACT_AND_EXPANDED,True,0,"[{""problem_id"": ""cj_v41_0480"", ""full_text"": ""0 완산주를 다시 설치하고 용원을 총관으로 삼았다. 거열주를 나누어 청주(菁州)를 두니 처음으로 9주가 되었다. 대아찬 복서를 총관으로 삼았다. 0 서원소경을 설치하고 아산 원대를 사신(仕臣)으로 삼았다. 남원소경을 설치하고 여러 주와 군의 주민들을 옮겨 그곳에 나누어 살게 하였다.\n다음 정책을 실시한 왕의 재위 시기에 있었던 사실로 옳은 것은?\n금관가야가 멸망하였다.\n이사부가 우산국을 복속하였다.\n조세를 관장하는 품주가 설치되었다.\n관료전이 지급되고 녹읍이 폐지되었다.\n인재 등용을 위한 독서삼품과가 실시되었다.""}, {""problem_id"": ""cj_v41_0846"", ""full_text"": ""(가) 완산주를 다시 설치하고 용원을 총관으로 삼았다. 거열주를 빼서 청주(菁 州)를 두니 처음으로 9주가 되었다. 대아찬 복서를 총관으로 심았다. (나)현종견에 절도사를 폐지하고, 5도호와 75도 안무사를 두었으나, 얼마 후 안무시를 폐지하고, 4도호와 8목을 두었다. 그 이후로 5도-양계를 정하니, 양광 경상-전라-교주 서해 동계 북계가그것이다. (다각 도 각 고을의 이름을 고쳤다. --- 드디어 완산을 다시 '전주라고 칭하고, 계림을 다시 경주라고 칭하고, 서북면을 평안도토 하고, 동북면을 영길도'로 하였으니, 평양- 안주 영흥 길주가 계수관이기 때문이다. (라) 전국을 23부의 행정 구역으로 나누어 아래에 열거하는 각 부를 목사, 부사, 군수, 서윤, 판관, 현령, 현감의 관명을 다 없에고 읍의 명칭을 군이라고 하며 읍 장관의 관명을 군수라고 한다. 〈보기〉 그. (가) - 신문왕 재위 시기에 정비되었다. (나)- 지방 장관으로욕살 처려근지 등이 있었다. 다 (다) - 도에는 관찰사가 임명되어 수령을 감독하였다. ㄹ. (라) - 광무 개혁의 일환으로 실시되었다.\n(가)~(라) 지방 통치 체제에 대한 설명으로 옳은 것을 ＜보기＞에서 고른 것은?\nㄱ, ㄴ\nㄱ, ㄷ\nㄴ, ㄷ\nㄴ, ㄹ\nㄷ, ㄹ""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
40,gold-case:1c9fd13308d34ad9bfc7,term-review-task:7ecaaabb664731215cc5,resolution-case:1761ae30c6b9a1a7b7ed,반어피,유물,Heritage,10,2,2,1,C01_02,EXACT_ONLY,False,0,"[{""problem_id"": ""cj_v41_0098"", ""full_text"": ""신지, 읍차 등의 지배자가 있었던 나라에 대해 발표해 볼까요? 벼농사가 발달하였고, 씨뿌리기가 끝난 5월과 추수를 마친 10월에 제천 행사를 열었습니다. (가)\n(가)에 들어갈 내용으로 옳은 것은?\n혼인 풍습으로 민며느리제가 있었다.\n대가들이 사자, 조의, 선인을 거느렸습니다.\n제사장인 천군과 신성 지역인 소도가 있었다.\n남의 물건을 훔쳤을 때는 12배로 갚게 하였다.\n단궁, 과하마, 반어피 등이 특산물로 유명하였다.""}, {""problem_id"": ""cj_v41_0146"", ""full_text"": ""(가)의 사회와 경제 풍습: 산천을 중시하여 산과 내, 바다, 읍락의 경계가 있어 함부로 들어가지 않는다. 다른 읍락을 침범하면 소나 말 등으로 변상하게 하는 책화가 있다. 특산물: 낙랑의 단궁이 그 땅에서 나고, 바다에서는 반어피가 산출된다. 무늬 있는 표범과 과하마 등이 유명하다.\n(가) 나라에 대한 설명으로 옳은 것은?\n신성 지역인 소도가 존재하였다.\n정사암에 모여 재상을 선출하였다.\n읍군이나 삼로라는 지배자가 있었다.\n12월에 영고라는 제천 행사를 열었다.\n도둑질한 자에게 12배로 배상하게 하였다.""}, {""problem_id"": ""cj_v41_0379"", ""full_text"": ""(가) 여자의 나이가 열 살이 되기 전에 혼인을 약속하고, 신랑 집에서 맞이하여 장성할 때까지 기른다. 여자가 장성하면 여자 집으로 돌아가게 한다. 여자 집에서는 돈을 요구하는데, 신랑 집에서 돈을 지불한 후 다시 데리고 와서 아내로 삼는다. (나) 읍마다 우두머리가 있어 세력이 강대한데 신지라 하고, …… 그 다음은 읍차라 하였다. 나라에는 철이 생산되는데 예(濊), 왜(倭) 등이 와서 사간다. 무역에서 철을 화폐로 사용한다.\n(가), (나) 나라에 대한 설명으로 옳은 것은?\n(가) - 신성 지역인 소도가 존재하였다.\n(가) - 삼로라 불린 우두머리가 읍락을 다스렸다.\n(나) - 여러 가(加)들이 별도로 사출도를 주관하였다.\n(나) - 단궁, 과하마, 반어피 등의 특산물이 유명하였다.\n(가), (나) - 한 무제가 파견한 군대의 공격으로 멸망하였다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
41,gold-case:108506a00c4a4545ba91,term-review-task:75510239521703b483ac,resolution-case:cba44aac5ee159418aa6,친일반민족행위진상규명위원회,기관,Institution,1,4,2,4,C03_05,EXACT_AND_EXPANDED,False,0,"[{""problem_id"": ""cj_v41_0615"", ""full_text"": ""오늘 헌법 재판소는 헌정 사상 초유의 대통령 탄핵 소추 심판 청구에 대해 기각을 결정하였다. 국회가 제기한 탄핵 사유는 대통령을 파면시킬 만큼 중대한 직무상 위배라고 보기 어렵다는 판단이다.\n다음 뉴스가 보도된 정부 시기에 있었던 사실로 옳은 것은?\n서울 올림픽 대회가 개최되었다.\n국가 인권 위원회가 설립되었다.\n전국 민주 노동조합 총연맹이 창립되었다.\n중국과 자유 무역 협정(FTA)이 체결되었다.\n친일 반민족 행위 진상 규명 위원회가 출범하였다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
42,gold-case:1a7261c1ab933a43d819,term-review-task:8f1907b1d13c80de1a57,resolution-case:5f4f8ec276a9cb10266c,미국,국가,Polity,13,10,2,9,C10,EXACT_AND_EXPANDED,True,0,"[{""problem_id"": ""cj_v41_0028"", ""full_text"": ""현재 조선에 가장 시급한 외교 사안이 무엇이라고 생각하십니까? 러시아를 막는 것이다. 이를 위해서는 중국을 가까이하고, 일본과 관계를 공고히 하며, 미국과 연계하여 자강을 도모해야 합니다. - 황준헌, 조선책략 -\n다음 가상 대화 이후 전개된 사실로 옳은 것을 ＜보기＞에서 고른 것은?\nㄱ, ㄴ\nㄱ, ㄷ\nㄴ, ㄷ\nㄴ, ㄹ\nㄷ, ㄹ""}, {""problem_id"": ""cj_v41_0220"", ""full_text"": ""한국사 동영상 제작 계획안 (가), 서양의 근대 문물을 직접 목격하다 기획 의도: 미국 공사의 부임에 대한 답례로 파견된 (가)의 발자취를 통해 근대 문물을 시찰한 과정을 살펴본다. 장면별 구성 #1. 대륙 횡단 열차를 타고 워싱턴에 도착하다. #2. 뉴욕에서 미국 대통령 아서를 접견하다. #3. 보스턴 만국 박람회를 참관하다. #4. 병원, 전신 회사, 우체국 등을 시찰하다.\n(가) 사절단에 대한 설명으로 옳은 것은?\n수신사라는 이름으로 보내졌다.\n조선책략을 들여와 국내에 소개하였다.\n기기국에서 무기 제조 기술을 배우고 돌아왔다.\n개화 반대 여론을 의식하여 비밀리에 파견되었다.\n전권대신 민영익과 부대신 홍영식 등으로 구성되었다.""}, {""problem_id"": ""cj_v41_0270"", ""full_text"": ""청일 전쟁 이후 열강이 침탈한 이권 국가: 독일, 일본, 미국, 러시아, 프랑스 사례: (가), (나), (다), (라), (마)\n(가)~(마)에 들어갈 내용으로 옳지 않은 것은?\n(가) - 당현 금광 채굴권\n(나) - 경부선 철도 부설권\n(다) - 운산 금광 채굴권\n(라) - 울릉도 삼림 채벌권\n(마) - 경인선 철도 부설권""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
43,gold-case:313c4fb3a8a2c4a99a14,term-review-task:050dc818f96f2e508bed,resolution-case:2c9179c54c2f9b83572f,주심포 양식,제도,Concept,1,7,2,6,C06_09,EXPANDED_ONLY,True,0,"[{""problem_id"": ""cj_v41_img_57_15"", ""full_text"": ""우리나라에 현존하는 가장 오래된 목조 건축물에 대해 이야기해 보자.\n공민왕 때 지붕을 크게 수리했다는 상량문의 기록을 통해 건축 연대를 추정할 수 있지.\n공포가 기둥위에만 있는 주심포 양식의 건물로, 지붕의 형태는 맞배지붕이야.\n다음 대화에 해당하는 문화유산으로 옳은 것은?\n안동 봉정사 극락전\n보은 법주사 팔상전\n구례 화엄사 각황전\n예산 수덕사 대웅전\n영주 부석사 무량수전""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
44,gold-case:f1480c39cc5ceed5dfdc,term-review-task:ed0714fd012e333170b9,resolution-case:a46c2cc87914c9658992,하복연,인물,Person,1,5,2,3,C03_05,EXPANDED_ONLY,False,6,"[{""problem_id"": ""cj_v41_0103"", ""full_text"": ""이것은 (가)의 중대성에서 일본의 태정관에 보낸 외교 문서의 사본이다. 문서에는 정당성의 좌윤 하복연 등 주요 사신단의 명단과 두 나라의 우호를 돈독히 하고자 사신을 파견한다는 내용 등이 담겨 있다. 오늘 소개해 주실 자료는 무엇인가요?\n(가) 국가에 대한 설명으로 옳은 것은?\n광군을 창설하여 외침에 대비하였다.\n주자감을 설치하여 인재를 양성하였다.\n골품제라는 엄격한 신분제를 마련하였다.\n9주 5소경의 지방 행정 제도를 갖추었다.\n왕족인 부여씨와 8성의 귀족이 지배층을 이루었다.""}]",REJECTED,NO,일치하는 항목 없음,MK,COMPLETED
45,gold-case:ca3ff51753cac533f849,term-review-task:2022d596ca5bae835606,resolution-case:f662dc43cfc13b51dbb0,돌널무덤,유적,Heritage,2,10,2,8,C10,EXACT_AND_EXPANDED,False,6,"[{""problem_id"": ""cj_v41_0427"", ""full_text"": ""이것은 제주 고산리 유적에서 발굴된 이른 민무늬 토기이다. 이 토기의 출토로 우리나라의 (가) 시대가 기원전 8000년경부터 시작되었음을 알게 되었다. 고산리 유적에서는 화살촉, 갈돌, 갈판 등의 석기도 나왔습니다. 이른 민무늬 토기\n(가) 시대의 생활 모습으로 옳은 것은?\n고인돌, 돌널무덤 등을 만들었다.\n거푸집을 이용하여 청동검을 제작하였다.\n농경과 목축을 시작하여 식량을 생산하였다.\n주로 동굴에 살면서 사냥과 채집 생활을 하였다.\n쟁기, 쇠스랑 등의 철제 농기구를 써서 농사를 지었다.""}, {""problem_id"": ""cj_v41_0666"", ""full_text"": ""강원도 양양군 오산리에서 시대 마을 유적이 발굴되었다. 약 8천 년 전에 형성된 집터에서는\n(가) 시대의 생활 모습으로 옳은 것은?\n주로 동굴이나 막집에서 거주하였다.\n고인돌, 돌널무덤 등을 축조하였다.\n명도전을 이용하여 중국과 교역하였다.\n농경과 목축을 통하여 식량을 생산하였다.\n비파형 동검과 거친무늬 거울 등을 제작하였다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
