gold_case_order,gold_case_id,term_review_task_id,resolution_case_id,canonical_term,category,problem_context_samples_json,source_candidate_id,source_record_id,source,candidate_rank,matched_name,matched_field,retrieval_method,retrieval_score,category_compatibility,normalized_names_json,hanja_json,era_values_json,birth_year,death_year,bonkwan_json,source_entity_type_proposal,source_context_json,candidate_pair_signals_json,gold_candidate_role,gold_alternative_key,gold_display_name,gold_entity_type,gold_related_entity_key,gold_related_display_name,gold_related_entity_type,gold_reason
42,gold-case:1a7261c1ab933a43d819,term-review-task:8f1907b1d13c80de1a57,resolution-case:5f4f8ec276a9cb10266c,미국,국가,"[{""problem_id"": ""cj_v41_0028"", ""full_text"": ""현재 조선에 가장 시급한 외교 사안이 무엇이라고 생각하십니까? 러시아를 막는 것이다. 이를 위해서는 중국을 가까이하고, 일본과 관계를 공고히 하며, 미국과 연계하여 자강을 도모해야 합니다. - 황준헌, 조선책략 -\n다음 가상 대화 이후 전개된 사실로 옳은 것을 ＜보기＞에서 고른 것은?\nㄱ, ㄴ\nㄱ, ㄷ\nㄴ, ㄷ\nㄴ, ㄹ\nㄷ, ㄹ""}, {""problem_id"": ""cj_v41_0220"", ""full_text"": ""한국사 동영상 제작 계획안 (가), 서양의 근대 문물을 직접 목격하다 기획 의도: 미국 공사의 부임에 대한 답례로 파견된 (가)의 발자취를 통해 근대 문물을 시찰한 과정을 살펴본다. 장면별 구성 #1. 대륙 횡단 열차를 타고 워싱턴에 도착하다. #2. 뉴욕에서 미국 대통령 아서를 접견하다. #3. 보스턴 만국 박람회를 참관하다. #4. 병원, 전신 회사, 우체국 등을 시찰하다.\n(가) 사절단에 대한 설명으로 옳은 것은?\n수신사라는 이름으로 보내졌다.\n조선책략을 들여와 국내에 소개하였다.\n기기국에서 무기 제조 기술을 배우고 돌아왔다.\n개화 반대 여론을 의식하여 비밀리에 파견되었다.\n전권대신 민영익과 부대신 홍영식 등으로 구성되었다.""}, {""problem_id"": ""cj_v41_0270"", ""full_text"": ""청일 전쟁 이후 열강이 침탈한 이권 국가: 독일, 일본, 미국, 러시아, 프랑스 사례: (가), (나), (다), (라), (마)\n(가)~(마)에 들어갈 내용으로 옳지 않은 것은?\n(가) - 당현 금광 채굴권\n(나) - 경부선 철도 부설권\n(다) - 운산 금광 채굴권\n(라) - 울릉도 삼림 채벌권\n(마) - 경인선 철도 부설권""}]",source-candidate:6a9cbdf9949decc655b1,AKS:ARTICLE:E0025143:sha256-704d8ea620c542f5,AKS,9,비미국,name,bidirectional_containment,0.600444,COMPATIBLE,"[""비미국""]","[""卑彌國""]","[""고대"", ""초기국가"", ""삼한""]",,,[],Place,"{""headword"": ""비미국"", ""origin"": ""卑彌國"", ""headword_origin"": ""비미국(卑彌國)"", ""primary_type"": ""지명/국가"", ""era"": ""고대/초기국가/삼한"", ""definition"": ""삼한시대 마한의 소국.""}",[],REJECTED,,,,,,,
42,gold-case:1a7261c1ab933a43d819,term-review-task:8f1907b1d13c80de1a57,resolution-case:5f4f8ec276a9cb10266c,미국,국가,"[{""problem_id"": ""cj_v41_0028"", ""full_text"": ""현재 조선에 가장 시급한 외교 사안이 무엇이라고 생각하십니까? 러시아를 막는 것이다. 이를 위해서는 중국을 가까이하고, 일본과 관계를 공고히 하며, 미국과 연계하여 자강을 도모해야 합니다. - 황준헌, 조선책략 -\n다음 가상 대화 이후 전개된 사실로 옳은 것을 ＜보기＞에서 고른 것은?\nㄱ, ㄴ\nㄱ, ㄷ\nㄴ, ㄷ\nㄴ, ㄹ\nㄷ, ㄹ""}, {""problem_id"": ""cj_v41_0220"", ""full_text"": ""한국사 동영상 제작 계획안 (가), 서양의 근대 문물을 직접 목격하다 기획 의도: 미국 공사의 부임에 대한 답례로 파견된 (가)의 발자취를 통해 근대 문물을 시찰한 과정을 살펴본다. 장면별 구성 #1. 대륙 횡단 열차를 타고 워싱턴에 도착하다. #2. 뉴욕에서 미국 대통령 아서를 접견하다. #3. 보스턴 만국 박람회를 참관하다. #4. 병원, 전신 회사, 우체국 등을 시찰하다.\n(가) 사절단에 대한 설명으로 옳은 것은?\n수신사라는 이름으로 보내졌다.\n조선책략을 들여와 국내에 소개하였다.\n기기국에서 무기 제조 기술을 배우고 돌아왔다.\n개화 반대 여론을 의식하여 비밀리에 파견되었다.\n전권대신 민영익과 부대신 홍영식 등으로 구성되었다.""}, {""problem_id"": ""cj_v41_0270"", ""full_text"": ""청일 전쟁 이후 열강이 침탈한 이권 국가: 독일, 일본, 미국, 러시아, 프랑스 사례: (가), (나), (다), (라), (마)\n(가)~(마)에 들어갈 내용으로 옳지 않은 것은?\n(가) - 당현 금광 채굴권\n(나) - 경부선 철도 부설권\n(다) - 운산 금광 채굴권\n(라) - 울릉도 삼림 채벌권\n(마) - 경인선 철도 부설권""}]",source-candidate:64fd7a522e20513851f9,AKS:ARTICLE:E0077940:sha256-704d8ea620c542f5,AKS,10,신미국,name,bidirectional_containment,0.600444,COMPATIBLE,"[""신미국"", ""신운신국臣雲新國"", ""침미다례忱彌多禮""]","[""新彌國"", ""臣雲新國"", ""忱彌多禮""]","[""고대"", ""초기국가"", ""삼한""]",,,[],Place,"{""headword"": ""신미국"", ""aliases"": [""신운신국(臣雲新國)"", ""침미다례(忱彌多禮)""], ""origin"": ""新彌國"", ""headword_origin"": ""신미국(新彌國)"", ""primary_type"": ""지명/국가"", ""era"": ""고대/초기국가/삼한"", ""definition"": ""마한(馬韓)에 속하였던 초기국가.""}",[],REJECTED,,,,,,,
43,gold-case:313c4fb3a8a2c4a99a14,term-review-task:050dc818f96f2e508bed,resolution-case:2c9179c54c2f9b83572f,주심포 양식,제도,"[{""problem_id"": ""cj_v41_img_57_15"", ""full_text"": ""우리나라에 현존하는 가장 오래된 목조 건축물에 대해 이야기해 보자.\n공민왕 때 지붕을 크게 수리했다는 상량문의 기록을 통해 건축 연대를 추정할 수 있지.\n공포가 기둥위에만 있는 주심포 양식의 건물로, 지붕의 형태는 맞배지붕이야.\n다음 대화에 해당하는 문화유산으로 옳은 것은?\n안동 봉정사 극락전\n보은 법주사 팔상전\n구례 화엄사 각황전\n예산 수덕사 대웅전\n영주 부석사 무량수전""}]",source-candidate:f6593890d2cb75b2cfe1,AKS:ARTICLE:E0002030:sha256-704d8ea620c542f5,AKS,1,주심포 양식,body,body_mention,1.0,COMPATIBLE,"[""건축""]","[""建築""]","[""현대""]",,,[],Concept,"{""headword"": ""건축"", ""origin"": ""建築"", ""headword_origin"": ""건축(建築)"", ""primary_type"": ""개념"", ""era"": ""현대"", ""definition"": ""인간적 요구와 건축재료에 의해 실용적·미적 요구를 충족시키도록 만들어진 구조물."", ""snippet"": ""에 들어와서는 남송(南宋)과의 교류로 중국 화남지방에 있던 새로운 양식의 건축이 고려에 도입되어 [주심포(柱心包)](E0053332) 양식을 정착시켰고, 그 말기에는 원나라와의 교류로 화북지방에 있던 또""}",[],EVIDENCE_ONLY,,,,REL_062,건축,,카테고리 노드 자체가 되어야 할 용어이므로 분류 못함
43,gold-case:313c4fb3a8a2c4a99a14,term-review-task:050dc818f96f2e508bed,resolution-case:2c9179c54c2f9b83572f,주심포 양식,제도,"[{""problem_id"": ""cj_v41_img_57_15"", ""full_text"": ""우리나라에 현존하는 가장 오래된 목조 건축물에 대해 이야기해 보자.\n공민왕 때 지붕을 크게 수리했다는 상량문의 기록을 통해 건축 연대를 추정할 수 있지.\n공포가 기둥위에만 있는 주심포 양식의 건물로, 지붕의 형태는 맞배지붕이야.\n다음 대화에 해당하는 문화유산으로 옳은 것은?\n안동 봉정사 극락전\n보은 법주사 팔상전\n구례 화엄사 각황전\n예산 수덕사 대웅전\n영주 부석사 무량수전""}]",source-candidate:645354f3109d3ee805ba,AKS:ARTICLE:E0019967:sha256-704d8ea620c542f5,AKS,2,주심포 양식,body,body_mention,1.0,COMPATIBLE,"[""미술""]","[""美術""]",[],,,[],Concept,"{""headword"": ""미술"", ""origin"": ""美術"", ""headword_origin"": ""미술(美術)"", ""primary_type"": ""개념"", ""era"": ""미상"", ""definition"": ""시각으로 파악할 수 있는 건축·회화·조각 등을 포함하는 예술."", ""snippet"": ""의 미술 ### 건축 [고려시대](E0003424) 목조 건축의 양식은 기본적으로 기둥 위에만 공포를 쌓는 주심포양식(柱心包樣式)이다. 하지만 거기에는 전통적인 제1양식과 남송(南宋) 때의 푸젠성(福建省) 지방 양""}",[],EVIDENCE_ONLY,,,,REL_063,미술,,카테고리 노드 자체가 되어야 할 용어이므로 분류 못함
43,gold-case:313c4fb3a8a2c4a99a14,term-review-task:050dc818f96f2e508bed,resolution-case:2c9179c54c2f9b83572f,주심포 양식,제도,"[{""problem_id"": ""cj_v41_img_57_15"", ""full_text"": ""우리나라에 현존하는 가장 오래된 목조 건축물에 대해 이야기해 보자.\n공민왕 때 지붕을 크게 수리했다는 상량문의 기록을 통해 건축 연대를 추정할 수 있지.\n공포가 기둥위에만 있는 주심포 양식의 건물로, 지붕의 형태는 맞배지붕이야.\n다음 대화에 해당하는 문화유산으로 옳은 것은?\n안동 봉정사 극락전\n보은 법주사 팔상전\n구례 화엄사 각황전\n예산 수덕사 대웅전\n영주 부석사 무량수전""}]",source-candidate:82d15a9547f96c898a16,AKS:ARTICLE:E0024924:sha256-704d8ea620c542f5,AKS,3,주심포 양식,body,body_mention,1.0,COMPATIBLE,"[""불교미술""]","[""佛敎美術""]",[],,,[],Concept,"{""headword"": ""불교미술"", ""origin"": ""佛敎美術"", ""headword_origin"": ""불교미술(佛敎美術)"", ""primary_type"": ""개념"", ""era"": ""미상"", ""definition"": ""불교의 교리와 신앙에 기초하여 불교적인 소재를 조형화한 종교미술."", ""snippet"": ""이로 하여금 고려 목조 건축의 우수성을 실감하게 한다. 조선시대의 목조 건축도 고려시대에 도입된 주심포 양식과 다포 양식이 주류를 이루었다. 이 두 양식은 도입된 직후에는 순수한 양식적 특징을 서로 간직""}",[],EVIDENCE_ONLY,,,,REL_064,불교미술,,카테고리 노드 자체가 되어야 할 용어이므로 분류 못함
43,gold-case:313c4fb3a8a2c4a99a14,term-review-task:050dc818f96f2e508bed,resolution-case:2c9179c54c2f9b83572f,주심포 양식,제도,"[{""problem_id"": ""cj_v41_img_57_15"", ""full_text"": ""우리나라에 현존하는 가장 오래된 목조 건축물에 대해 이야기해 보자.\n공민왕 때 지붕을 크게 수리했다는 상량문의 기록을 통해 건축 연대를 추정할 수 있지.\n공포가 기둥위에만 있는 주심포 양식의 건물로, 지붕의 형태는 맞배지붕이야.\n다음 대화에 해당하는 문화유산으로 옳은 것은?\n안동 봉정사 극락전\n보은 법주사 팔상전\n구례 화엄사 각황전\n예산 수덕사 대웅전\n영주 부석사 무량수전""}]",source-candidate:4fc9689e84b6f33b34b9,AKS:ARTICLE:E0053332:sha256-704d8ea620c542f5,AKS,4,주심포 양식,body,body_mention,1.0,COMPATIBLE,"[""주심포"", ""주심포건축"", ""주심포집""]","[""柱心包""]","[""현대""]",,,[],Concept,"{""headword"": ""주심포"", ""aliases"": [""주심포 건축"", ""주심포집""], ""origin"": ""柱心包"", ""headword_origin"": ""주심포(柱心包)"", ""primary_type"": ""개념"", ""era"": ""현대"", ""definition"": ""주두, 소로, 첨차, 살미 및 기타 구조 부재의 조합인 공포를 기둥 위에만 설치한 공포(栱包)의 유형."", ""snippet"": ""한다. 봉정사 극락전, 부석사 무량수전과 같이 헛첨차를 사용하지 않은 건물도 있기 때문에 헛첨차는 주심포 건축 양식을 구분할 수 있는 중요한 부재[^12]이다. 다른 나라에서는 헛첨차를 사용해 첫 번째 출목을""}","[{""left_source_candidate_id"": ""source-candidate:1be56502f170dcd420c2"", ""right_source_candidate_id"": ""source-candidate:4fc9689e84b6f33b34b9"", ""signals"": [""normalized_name_match"", ""hanja_match""], ""conflicts"": [], ""merge_eligible"": true}]",IDENTITY_MEMBER,ALT_065,주심포 양식,Heritage,,,,
43,gold-case:313c4fb3a8a2c4a99a14,term-review-task:050dc818f96f2e508bed,resolution-case:2c9179c54c2f9b83572f,주심포 양식,제도,"[{""problem_id"": ""cj_v41_img_57_15"", ""full_text"": ""우리나라에 현존하는 가장 오래된 목조 건축물에 대해 이야기해 보자.\n공민왕 때 지붕을 크게 수리했다는 상량문의 기록을 통해 건축 연대를 추정할 수 있지.\n공포가 기둥위에만 있는 주심포 양식의 건물로, 지붕의 형태는 맞배지붕이야.\n다음 대화에 해당하는 문화유산으로 옳은 것은?\n안동 봉정사 극락전\n보은 법주사 팔상전\n구례 화엄사 각황전\n예산 수덕사 대웅전\n영주 부석사 무량수전""}]",source-candidate:5c0b48ae3b485e4b52a5,AKS:ARTICLE:E0062880:sha256-704d8ea620c542f5,AKS,5,주심포 양식,body,body_mention,1.0,COMPATIBLE,"[""향교""]","[""鄕校""]","[""고려"", ""고려 전기"", ""조선""]",,,[],Concept,"{""headword"": ""향교"", ""origin"": ""鄕校"", ""headword_origin"": ""향교(鄕校)"", ""primary_type"": ""제도/법령·제도"", ""era"": ""고려/고려 전기 | 조선"", ""definition"": ""고려와 조선시대의 지방에서 유학을 교육하기 위하여 설립된 관학교육기관."", ""snippet"": ""건물들이 일률적으로 하나의 건축구조양식을 이루지 않고 대략 세 가지 양식 중 하나를 택하게 된다. 주심포(柱心包)양식, 익공(翼工)양식, 그리고 민도릿집양식이 일반적으로 대성전은 주심포양식(예 : 강릉향교""}",[],EVIDENCE_ONLY,,,,REL_066,향교,Institution,
43,gold-case:313c4fb3a8a2c4a99a14,term-review-task:050dc818f96f2e508bed,resolution-case:2c9179c54c2f9b83572f,주심포 양식,제도,"[{""problem_id"": ""cj_v41_img_57_15"", ""full_text"": ""우리나라에 현존하는 가장 오래된 목조 건축물에 대해 이야기해 보자.\n공민왕 때 지붕을 크게 수리했다는 상량문의 기록을 통해 건축 연대를 추정할 수 있지.\n공포가 기둥위에만 있는 주심포 양식의 건물로, 지붕의 형태는 맞배지붕이야.\n다음 대화에 해당하는 문화유산으로 옳은 것은?\n안동 봉정사 극락전\n보은 법주사 팔상전\n구례 화엄사 각황전\n예산 수덕사 대웅전\n영주 부석사 무량수전""}]",source-candidate:1be56502f170dcd420c2,THESAURUS:TERM:29369882:sha256-1022516a18f91e61,THESAURUS,6,주심포,name,bidirectional_containment,0.5108,UNKNOWN,"[""주심포""]","[""柱心包""]",[],,,[],,"{""term_name"": ""주심포"", ""hanja"": ""柱心包"", ""era"": ""통시대"", ""thesaurus_category"": ""문화·예술>미술"", ""description"": ""공포가 기둥머리 바로 위에 받쳐진 형식. 건물 내부에 기둥이 없는 넓은 공간을 만드는 데 적합한 가구(架構) 수법. 가장 오래된 건축 양식."", ""term_year"": ""?-?""}","[{""left_source_candidate_id"": ""source-candidate:1be56502f170dcd420c2"", ""right_source_candidate_id"": ""source-candidate:4fc9689e84b6f33b34b9"", ""signals"": [""normalized_name_match"", ""hanja_match""], ""conflicts"": [], ""merge_eligible"": true}]",IDENTITY_MEMBER,ALT_065,주심포 양식,Heritage,,,,
43,gold-case:313c4fb3a8a2c4a99a14,term-review-task:050dc818f96f2e508bed,resolution-case:2c9179c54c2f9b83572f,주심포 양식,제도,"[{""problem_id"": ""cj_v41_img_57_15"", ""full_text"": ""우리나라에 현존하는 가장 오래된 목조 건축물에 대해 이야기해 보자.\n공민왕 때 지붕을 크게 수리했다는 상량문의 기록을 통해 건축 연대를 추정할 수 있지.\n공포가 기둥위에만 있는 주심포 양식의 건물로, 지붕의 형태는 맞배지붕이야.\n다음 대화에 해당하는 문화유산으로 옳은 것은?\n안동 봉정사 극락전\n보은 법주사 팔상전\n구례 화엄사 각황전\n예산 수덕사 대웅전\n영주 부석사 무량수전""}]",source-candidate:3f8040d21a7a3fc5302f,AKS:ARTICLE:E0034799:sha256-704d8ea620c542f5,AKS,7,,description,description_containment,0.47,COMPATIBLE,"[""안성객사""]","[""安城"", ""客舍""]","[""현대""]",,,[],Concept,"{""headword"": ""안성 객사"", ""origin"": ""安城 客舍"", ""headword_origin"": ""안성 객사(安城 客舍)"", ""primary_type"": ""제도/관청"", ""era"": ""현대"", ""definition"": ""경기도 안성시 보개면에 있는 해방 이후 복원한 주심포 양식의 관청. 객사.""}",[],EVIDENCE_ONLY,,,,REL_067,안성 객사,Heritage,
44,gold-case:f1480c39cc5ceed5dfdc,term-review-task:ed0714fd012e333170b9,resolution-case:a46c2cc87914c9658992,하복연,인물,"[{""problem_id"": ""cj_v41_0103"", ""full_text"": ""이것은 (가)의 중대성에서 일본의 태정관에 보낸 외교 문서의 사본이다. 문서에는 정당성의 좌윤 하복연 등 주요 사신단의 명단과 두 나라의 우호를 돈독히 하고자 사신을 파견한다는 내용 등이 담겨 있다. 오늘 소개해 주실 자료는 무엇인가요?\n(가) 국가에 대한 설명으로 옳은 것은?\n광군을 창설하여 외침에 대비하였다.\n주자감을 설치하여 인재를 양성하였다.\n골품제라는 엄격한 신분제를 마련하였다.\n9주 5소경의 지방 행정 제도를 갖추었다.\n왕족인 부여씨와 8성의 귀족이 지배층을 이루었다.""}]",source-candidate:f7ff891c0d65d97bc1c0,AKS:ARTICLE:E0014665:sha256-704d8ea620c542f5,AKS,1,하복연,body,body_mention,1.0,COMPATIBLE,"[""대이진""]","[""大彛震""]","[""고대"", ""남북국"", ""발해""]",,,[],Person,"{""headword"": ""대이진"", ""origin"": ""大彛震"", ""headword_origin"": ""대이진(大彛震)"", ""primary_type"": ""인물/전통 인물"", ""era"": ""고대/남북국/발해"", ""definition"": ""발해의 제11대(재위: 830년~858년) 왕."", ""snippet"": ""발히 전개되었다. 한편, 일본과도 빈번한 내왕이 있어, 선왕 때 이어 왕문구(王文矩)가 계속 파견되었고 하복연(賀福延) 등도 파견되었는데, 그 목적은 주로 신라 견제와 경제적 이해관계였을 것으로 생각된다""}","[{""left_source_candidate_id"": ""source-candidate:10c9a1f60c6651eb7e62"", ""right_source_candidate_id"": ""source-candidate:f7ff891c0d65d97bc1c0"", ""signals"": [], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}, {""left_source_candidate_id"": ""source-candidate:683c1d0291ed37feddd6"", ""right_source_candidate_id"": ""source-candidate:f7ff891c0d65d97bc1c0"", ""signals"": [], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}, {""left_source_candidate_id"": ""source-candidate:b7f36c68f5784b0cc73a"", ""right_source_candidate_id"": ""source-candidate:f7ff891c0d65d97bc1c0"", ""signals"": [], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}]",EVIDENCE_ONLY,,,,REL_068,대이진,Person,
44,gold-case:f1480c39cc5ceed5dfdc,term-review-task:ed0714fd012e333170b9,resolution-case:a46c2cc87914c9658992,하복연,인물,"[{""problem_id"": ""cj_v41_0103"", ""full_text"": ""이것은 (가)의 중대성에서 일본의 태정관에 보낸 외교 문서의 사본이다. 문서에는 정당성의 좌윤 하복연 등 주요 사신단의 명단과 두 나라의 우호를 돈독히 하고자 사신을 파견한다는 내용 등이 담겨 있다. 오늘 소개해 주실 자료는 무엇인가요?\n(가) 국가에 대한 설명으로 옳은 것은?\n광군을 창설하여 외침에 대비하였다.\n주자감을 설치하여 인재를 양성하였다.\n골품제라는 엄격한 신분제를 마련하였다.\n9주 5소경의 지방 행정 제도를 갖추었다.\n왕족인 부여씨와 8성의 귀족이 지배층을 이루었다.""}]",source-candidate:b6d45697ed8c13b9cd81,AKS:ARTICLE:E0038632:sha256-704d8ea620c542f5,AKS,2,하복연,body,body_mention,1.0,COMPATIBLE,"[""마효신馬孝愼"", ""오효신""]","[""吳孝愼"", ""馬孝愼""]","[""고대"", ""남북국"", ""발해""]",,,[],Person,"{""headword"": ""오효신"", ""aliases"": [""마효신(馬孝愼)""], ""origin"": ""吳孝愼"", ""headword_origin"": ""오효신(吳孝愼)"", ""primary_type"": ""인물/전통 인물"", ""era"": ""고대/남북국/발해"", ""definition"": ""남북국시대 발해의 사신으로 일본에 파견되어 정오위하, 종사위상의 관등을 역임한 관리."", ""snippet"": ""본에 사신으로 내왕이 많았다. 841년(함화 11) 정당성(政堂省) 좌윤(左允)으로 있으면서 같은 좌윤 하복연(賀福延)과 함께 판관(判官)으로 일본에 파견되어 정오위하(正五位下)의 관등을 제수받았다. 847년""}","[{""left_source_candidate_id"": ""source-candidate:10c9a1f60c6651eb7e62"", ""right_source_candidate_id"": ""source-candidate:b6d45697ed8c13b9cd81"", ""signals"": [], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}, {""left_source_candidate_id"": ""source-candidate:683c1d0291ed37feddd6"", ""right_source_candidate_id"": ""source-candidate:b6d45697ed8c13b9cd81"", ""signals"": [], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}, {""left_source_candidate_id"": ""source-candidate:b6d45697ed8c13b9cd81"", ""right_source_candidate_id"": ""source-candidate:b7f36c68f5784b0cc73a"", ""signals"": [], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}]",EVIDENCE_ONLY,,,,REL_069,오효신,Person,
44,gold-case:f1480c39cc5ceed5dfdc,term-review-task:ed0714fd012e333170b9,resolution-case:a46c2cc87914c9658992,하복연,인물,"[{""problem_id"": ""cj_v41_0103"", ""full_text"": ""이것은 (가)의 중대성에서 일본의 태정관에 보낸 외교 문서의 사본이다. 문서에는 정당성의 좌윤 하복연 등 주요 사신단의 명단과 두 나라의 우호를 돈독히 하고자 사신을 파견한다는 내용 등이 담겨 있다. 오늘 소개해 주실 자료는 무엇인가요?\n(가) 국가에 대한 설명으로 옳은 것은?\n광군을 창설하여 외침에 대비하였다.\n주자감을 설치하여 인재를 양성하였다.\n골품제라는 엄격한 신분제를 마련하였다.\n9주 5소경의 지방 행정 제도를 갖추었다.\n왕족인 부여씨와 8성의 귀족이 지배층을 이루었다.""}]",source-candidate:b7f36c68f5784b0cc73a,THESAURUS:TERM:21038564:sha256-1022516a18f91e61,THESAURUS,3,오복연혁도,name,name_ngram,0.275,UNKNOWN,"[""오복연혁도""]","[""五服沿革圖""]","[""조선후기""]",,,[],Work,"{""term_name"": ""오복연혁도"", ""hanja"": ""五服沿革圖"", ""era"": ""조선후기"", ""thesaurus_category"": ""서명"", ""description"": ""1629년(인조 7)에 간행된, 정구(鄭逑)가 상복(喪服)에 관한 연혁도를 작성한 책. 1책."", ""term_year"": ""1629""}","[{""left_source_candidate_id"": ""source-candidate:b6d45697ed8c13b9cd81"", ""right_source_candidate_id"": ""source-candidate:b7f36c68f5784b0cc73a"", ""signals"": [], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}, {""left_source_candidate_id"": ""source-candidate:b7f36c68f5784b0cc73a"", ""right_source_candidate_id"": ""source-candidate:f7ff891c0d65d97bc1c0"", ""signals"": [], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}]",,,,,,,,
44,gold-case:f1480c39cc5ceed5dfdc,term-review-task:ed0714fd012e333170b9,resolution-case:a46c2cc87914c9658992,하복연,인물,"[{""problem_id"": ""cj_v41_0103"", ""full_text"": ""이것은 (가)의 중대성에서 일본의 태정관에 보낸 외교 문서의 사본이다. 문서에는 정당성의 좌윤 하복연 등 주요 사신단의 명단과 두 나라의 우호를 돈독히 하고자 사신을 파견한다는 내용 등이 담겨 있다. 오늘 소개해 주실 자료는 무엇인가요?\n(가) 국가에 대한 설명으로 옳은 것은?\n광군을 창설하여 외침에 대비하였다.\n주자감을 설치하여 인재를 양성하였다.\n골품제라는 엄격한 신분제를 마련하였다.\n9주 5소경의 지방 행정 제도를 갖추었다.\n왕족인 부여씨와 8성의 귀족이 지배층을 이루었다.""}]",source-candidate:10c9a1f60c6651eb7e62,AKS:ARTICLE:E0039909:sha256-704d8ea620c542f5,AKS,4,우복연설,name,name_ngram,0.301429,CONFLICT,"[""우복연설""]","[""愚伏延說""]","[""조선"", ""조선 후기""]",,,[],Work,"{""headword"": ""우복연설"", ""origin"": ""愚伏延說"", ""headword_origin"": ""우복연설(愚伏延說)"", ""primary_type"": ""문헌/고서"", ""era"": ""조선/조선 후기"", ""definition"": ""조선후기 학자 정경세가 경연관으로 있으면서 인조와 강론한 글을 수록한 강론집.""}","[{""left_source_candidate_id"": ""source-candidate:10c9a1f60c6651eb7e62"", ""right_source_candidate_id"": ""source-candidate:b6d45697ed8c13b9cd81"", ""signals"": [], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}, {""left_source_candidate_id"": ""source-candidate:10c9a1f60c6651eb7e62"", ""right_source_candidate_id"": ""source-candidate:f7ff891c0d65d97bc1c0"", ""signals"": [], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}]",,,,,,,,
44,gold-case:f1480c39cc5ceed5dfdc,term-review-task:ed0714fd012e333170b9,resolution-case:a46c2cc87914c9658992,하복연,인물,"[{""problem_id"": ""cj_v41_0103"", ""full_text"": ""이것은 (가)의 중대성에서 일본의 태정관에 보낸 외교 문서의 사본이다. 문서에는 정당성의 좌윤 하복연 등 주요 사신단의 명단과 두 나라의 우호를 돈독히 하고자 사신을 파견한다는 내용 등이 담겨 있다. 오늘 소개해 주실 자료는 무엇인가요?\n(가) 국가에 대한 설명으로 옳은 것은?\n광군을 창설하여 외침에 대비하였다.\n주자감을 설치하여 인재를 양성하였다.\n골품제라는 엄격한 신분제를 마련하였다.\n9주 5소경의 지방 행정 제도를 갖추었다.\n왕족인 부여씨와 8성의 귀족이 지배층을 이루었다.""}]",source-candidate:683c1d0291ed37feddd6,AKS:ARTICLE:E0038271:sha256-704d8ea620c542f5,AKS,5,오복연혁도,name,name_ngram,0.275,CONFLICT,"[""오복연혁도""]","[""五服沿革圖""]","[""조선"", ""조선 후기""]",,,[],Work,"{""headword"": ""오복연혁도"", ""origin"": ""五服沿革圖"", ""headword_origin"": ""오복연혁도(五服沿革圖)"", ""primary_type"": ""문헌/고서"", ""era"": ""조선/조선 후기"", ""definition"": ""조선시대, 문신이자 학자인 정구(鄭逑)가 역대 상복 제도의 연혁을 살펴 편찬한 예법에 관한 책.""}","[{""left_source_candidate_id"": ""source-candidate:683c1d0291ed37feddd6"", ""right_source_candidate_id"": ""source-candidate:b6d45697ed8c13b9cd81"", ""signals"": [], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}, {""left_source_candidate_id"": ""source-candidate:683c1d0291ed37feddd6"", ""right_source_candidate_id"": ""source-candidate:f7ff891c0d65d97bc1c0"", ""signals"": [], ""conflicts"": [""entity_type_conflict""], ""merge_eligible"": false}]",,,,,,,,
