source_record_id,canonical_id,match_status,method,version,term_decision_id,graph_release_id
ITKC:PERSON:P041623:sha256-2bfbf7f8ab4b1538,canonical:person:268fc20f-38ff-4ebb-9e45-475106711fc2,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:20d8ad4d24cb664e223c,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:23265:sha256-1022516a18f91e61,canonical:person:268fc20f-38ff-4ebb-9e45-475106711fc2,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:20d8ad4d24cb664e223c,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P053350:sha256-2bfbf7f8ab4b1538,canonical:person:bbb4294c-74e9-4cd3-a6c8-09bae1e9b29d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:c3587d253f7523831cce,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0050552:sha256-7515b6340166226d,canonical:person:bbb4294c-74e9-4cd3-a6c8-09bae1e9b29d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:c3587d253f7523831cce,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:22163:sha256-1022516a18f91e61,canonical:person:bbb4294c-74e9-4cd3-a6c8-09bae1e9b29d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:c3587d253f7523831cce,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0050583:sha256-7515b6340166226d,canonical:person:e93f71e1-9a01-4b2e-8189-a3f9bf841d26,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a6c8c2f28ac9be6a3ce0,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21466:sha256-1022516a18f91e61,canonical:person:e93f71e1-9a01-4b2e-8189-a3f9bf841d26,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a6c8c2f28ac9be6a3ce0,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P053467:sha256-2bfbf7f8ab4b1538,canonical:person:e93f71e1-9a01-4b2e-8189-a3f9bf841d26,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a6c8c2f28ac9be6a3ce0,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:22013:sha256-1022516a18f91e61,canonical:person:ef255986-ad33-49a1-a0c1-841002b9098a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f89afe7b7cbc6ffe7eb6,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0010831:sha256-7515b6340166226d,canonical:person:ef255986-ad33-49a1-a0c1-841002b9098a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f89afe7b7cbc6ffe7eb6,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P011122:sha256-2bfbf7f8ab4b1538,canonical:person:ef255986-ad33-49a1-a0c1-841002b9098a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f89afe7b7cbc6ffe7eb6,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:23309:sha256-1022516a18f91e61,canonical:person:1ab22eb4-6faa-4d5f-93ca-42b500d9b526,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:8c32390cfb055d11de61,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0045559:sha256-7515b6340166226d,canonical:person:1ab22eb4-6faa-4d5f-93ca-42b500d9b526,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:8c32390cfb055d11de61,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P044222:sha256-2bfbf7f8ab4b1538,canonical:person:1ab22eb4-6faa-4d5f-93ca-42b500d9b526,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:8c32390cfb055d11de61,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0064019:sha256-7515b6340166226d,canonical:person:e17ec26d-c8b4-4c75-9efe-6c446022edc8,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:819e0a869f62a598ee23,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21598:sha256-1022516a18f91e61,canonical:person:e17ec26d-c8b4-4c75-9efe-6c446022edc8,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:819e0a869f62a598ee23,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P064649:sha256-2bfbf7f8ab4b1538,canonical:person:e17ec26d-c8b4-4c75-9efe-6c446022edc8,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:819e0a869f62a598ee23,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0010300:sha256-7515b6340166226d,canonical:person:16b4a3b4-eff8-4d9d-8fec-f34c5f05f95d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:c23ad15f1629996217b9,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21934:sha256-1022516a18f91e61,canonical:person:16b4a3b4-eff8-4d9d-8fec-f34c5f05f95d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:c23ad15f1629996217b9,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P009671:sha256-2bfbf7f8ab4b1538,canonical:person:16b4a3b4-eff8-4d9d-8fec-f34c5f05f95d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:c23ad15f1629996217b9,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:23175:sha256-1022516a18f91e61,canonical:person:d4d1f49e-ec21-49e6-82a5-9ed62c4126c3,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:ad97e33123eb70a245f6,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0044006:sha256-7515b6340166226d,canonical:person:d4d1f49e-ec21-49e6-82a5-9ed62c4126c3,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:ad97e33123eb70a245f6,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P037297:sha256-2bfbf7f8ab4b1538,canonical:person:d4d1f49e-ec21-49e6-82a5-9ed62c4126c3,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:ad97e33123eb70a245f6,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0027003:sha256-7515b6340166226d,canonical:place:e78a3677-6983-4435-b263-a6cf433f1907,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:68dbb46b19f67bfa3dc8,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:24280:sha256-1022516a18f91e61,canonical:place:e78a3677-6983-4435-b263-a6cf433f1907,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:68dbb46b19f67bfa3dc8,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:20977654:sha256-1022516a18f91e61,canonical:place:e78a3677-6983-4435-b263-a6cf433f1907,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:68dbb46b19f67bfa3dc8,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P029857:sha256-2bfbf7f8ab4b1538,canonical:person:5a4a3e63-9f35-4fa2-84b8-092217ad9341,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:b4ff45510e7abd572e47,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0041137:sha256-7515b6340166226d,canonical:person:5a4a3e63-9f35-4fa2-84b8-092217ad9341,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:b4ff45510e7abd572e47,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21237:sha256-1022516a18f91e61,canonical:person:5a4a3e63-9f35-4fa2-84b8-092217ad9341,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:b4ff45510e7abd572e47,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:8530:sha256-1022516a18f91e61,canonical:work:45718d55-cc06-441f-8270-d91b88751895,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2e20c4265cb6c4e52b4c,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0061755:sha256-7515b6340166226d,canonical:work:45718d55-cc06-441f-8270-d91b88751895,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2e20c4265cb6c4e52b4c,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:8531:sha256-1022516a18f91e61,canonical:work:45718d55-cc06-441f-8270-d91b88751895,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2e20c4265cb6c4e52b4c,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P019520:sha256-2bfbf7f8ab4b1538,canonical:person:fc2c143c-e6b7-455c-a432-de9206ef7ea6,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2b3a43bdeaeab3089824,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0025237:sha256-7515b6340166226d,canonical:person:fc2c143c-e6b7-455c-a432-de9206ef7ea6,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2b3a43bdeaeab3089824,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:12607757:sha256-1022516a18f91e61,canonical:person:fc2c143c-e6b7-455c-a432-de9206ef7ea6,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2b3a43bdeaeab3089824,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0043250:sha256-7515b6340166226d,canonical:person:a113a336-0ebe-466b-95f5-8bb881c86f0d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:61717001729852b2b9c7,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21283:sha256-1022516a18f91e61,canonical:person:a113a336-0ebe-466b-95f5-8bb881c86f0d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:61717001729852b2b9c7,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P035156:sha256-2bfbf7f8ab4b1538,canonical:person:a113a336-0ebe-466b-95f5-8bb881c86f0d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:61717001729852b2b9c7,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0010808:sha256-7515b6340166226d,canonical:person:9ac2cf61-cff5-4396-8040-1ef45691c15e,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:9bd0886f1571b43ea2c5,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P011043:sha256-2bfbf7f8ab4b1538,canonical:person:9ac2cf61-cff5-4396-8040-1ef45691c15e,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:9bd0886f1571b43ea2c5,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:22007:sha256-1022516a18f91e61,canonical:person:9ac2cf61-cff5-4396-8040-1ef45691c15e,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:9bd0886f1571b43ea2c5,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:20979989:sha256-1022516a18f91e61,canonical:institution:2a691348-3049-4775-a32a-593e54b55313,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:d7df888f7238f2d74399,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21022222:sha256-1022516a18f91e61,canonical:institution:2a691348-3049-4775-a32a-593e54b55313,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:d7df888f7238f2d74399,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:20979984:sha256-1022516a18f91e61,canonical:institution:2a691348-3049-4775-a32a-593e54b55313,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:d7df888f7238f2d74399,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21458:sha256-1022516a18f91e61,canonical:person:874bac07-683d-4cb6-8e45-7e8065f74dc4,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:c1e00fbe588f4489f53d,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P052579:sha256-2bfbf7f8ab4b1538,canonical:person:874bac07-683d-4cb6-8e45-7e8065f74dc4,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:c1e00fbe588f4489f53d,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0050269:sha256-7515b6340166226d,canonical:person:874bac07-683d-4cb6-8e45-7e8065f74dc4,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:c1e00fbe588f4489f53d,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0044591:sha256-7515b6340166226d,canonical:person:cde8a1ea-e495-4545-8752-7983fad16e13,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:ea9554ebb6877ccd1637,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21303:sha256-1022516a18f91e61,canonical:person:cde8a1ea-e495-4545-8752-7983fad16e13,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:ea9554ebb6877ccd1637,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P039718:sha256-2bfbf7f8ab4b1538,canonical:person:cde8a1ea-e495-4545-8752-7983fad16e13,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:ea9554ebb6877ccd1637,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0023142:sha256-7515b6340166226d,canonical:event:fefb0d8f-dbad-4db0-8ce3-6013b1c3513b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:7c8183961e1b7e5a6dc8,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:35659862:sha256-1022516a18f91e61,canonical:event:fefb0d8f-dbad-4db0-8ce3-6013b1c3513b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:7c8183961e1b7e5a6dc8,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:4351:sha256-1022516a18f91e61,canonical:event:fefb0d8f-dbad-4db0-8ce3-6013b1c3513b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:7c8183961e1b7e5a6dc8,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:23372:sha256-1022516a18f91e61,canonical:person:107e258d-324a-456f-adb7-f397ecbd74c4,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:807ae383a234b129d784,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0046155:sha256-7515b6340166226d,canonical:person:107e258d-324a-456f-adb7-f397ecbd74c4,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:807ae383a234b129d784,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P046870:sha256-2bfbf7f8ab4b1538,canonical:person:107e258d-324a-456f-adb7-f397ecbd74c4,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:807ae383a234b129d784,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0057582:sha256-7515b6340166226d,canonical:person:c2c3a9da-dec6-4381-9fec-7fbbe5cc8780,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:839a7b00b18b73f4df44,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21580:sha256-1022516a18f91e61,canonical:person:c2c3a9da-dec6-4381-9fec-7fbbe5cc8780,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:839a7b00b18b73f4df44,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P060820:sha256-2bfbf7f8ab4b1538,canonical:person:c2c3a9da-dec6-4381-9fec-7fbbe5cc8780,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:839a7b00b18b73f4df44,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P004322:sha256-2bfbf7f8ab4b1538,canonical:person:a3e46edb-59c1-4f7e-8098-16740b8131ea,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:d20a730e6f7d54fde528,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0008454:sha256-7515b6340166226d,canonical:person:a3e46edb-59c1-4f7e-8098-16740b8131ea,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:d20a730e6f7d54fde528,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21706:sha256-1022516a18f91e61,canonical:person:a3e46edb-59c1-4f7e-8098-16740b8131ea,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:d20a730e6f7d54fde528,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0024496:sha256-7515b6340166226d,canonical:concept:2e92ee5c-e1f1-4bdf-b390-ba554be75a42,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:29ed0ab5ccd77f0ed6ea,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:10243:sha256-1022516a18f91e61,canonical:concept:2e92ee5c-e1f1-4bdf-b390-ba554be75a42,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:29ed0ab5ccd77f0ed6ea,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:20997840:sha256-1022516a18f91e61,canonical:concept:2e92ee5c-e1f1-4bdf-b390-ba554be75a42,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:29ed0ab5ccd77f0ed6ea,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21081:sha256-1022516a18f91e61,canonical:person:d3930658-1a50-4684-8537-755e91ed3eaa,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:57d777d8a6231f135f1a,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0010476:sha256-7515b6340166226d,canonical:person:d3930658-1a50-4684-8537-755e91ed3eaa,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:57d777d8a6231f135f1a,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P010157:sha256-2bfbf7f8ab4b1538,canonical:person:d3930658-1a50-4684-8537-755e91ed3eaa,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:57d777d8a6231f135f1a,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P010846:sha256-2bfbf7f8ab4b1538,canonical:person:5751c741-efc8-468f-8eea-4aca68f29d38,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:e0bbaf864b6525047ee3,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21983:sha256-1022516a18f91e61,canonical:person:5751c741-efc8-468f-8eea-4aca68f29d38,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:e0bbaf864b6525047ee3,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0010706:sha256-7515b6340166226d,canonical:person:5751c741-efc8-468f-8eea-4aca68f29d38,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:e0bbaf864b6525047ee3,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P026735:sha256-2bfbf7f8ab4b1538,canonical:person:b3d76c08-02df-4a48-bc77-af7bc0438590,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a00ca4f36f002c2236fd,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21191:sha256-1022516a18f91e61,canonical:person:b3d76c08-02df-4a48-bc77-af7bc0438590,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a00ca4f36f002c2236fd,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0034915:sha256-7515b6340166226d,canonical:person:b3d76c08-02df-4a48-bc77-af7bc0438590,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a00ca4f36f002c2236fd,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0047365:sha256-7515b6340166226d,canonical:person:89d79399-9ee5-49f5-ad6d-edeeaf0c6d92,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:0099cba568ebc529950e,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P049545:sha256-2bfbf7f8ab4b1538,canonical:person:89d79399-9ee5-49f5-ad6d-edeeaf0c6d92,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:0099cba568ebc529950e,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21336:sha256-1022516a18f91e61,canonical:person:89d79399-9ee5-49f5-ad6d-edeeaf0c6d92,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:0099cba568ebc529950e,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P044873:sha256-2bfbf7f8ab4b1538,canonical:person:666bd5cf-2ccc-4780-be7d-9810a5e422f0,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:e27312d6a234e7f48999,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:39851984:sha256-1022516a18f91e61,canonical:person:666bd5cf-2ccc-4780-be7d-9810a5e422f0,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:e27312d6a234e7f48999,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0045731:sha256-7515b6340166226d,canonical:person:666bd5cf-2ccc-4780-be7d-9810a5e422f0,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:e27312d6a234e7f48999,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P057656:sha256-2bfbf7f8ab4b1538,canonical:person:ddd526e1-1cb7-4dcb-a869-9d3cb68f69ba,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a888c65f569f6ea47aec,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0052534:sha256-7515b6340166226d,canonical:person:ddd526e1-1cb7-4dcb-a869-9d3cb68f69ba,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a888c65f569f6ea47aec,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21513:sha256-1022516a18f91e61,canonical:person:ddd526e1-1cb7-4dcb-a869-9d3cb68f69ba,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a888c65f569f6ea47aec,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21570:sha256-1022516a18f91e61,canonical:person:59f8833b-f70f-46b3-9e2c-2771c2ecf198,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f35774f1edf4c0bef72b,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P060438:sha256-2bfbf7f8ab4b1538,canonical:person:59f8833b-f70f-46b3-9e2c-2771c2ecf198,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f35774f1edf4c0bef72b,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0057433:sha256-7515b6340166226d,canonical:person:59f8833b-f70f-46b3-9e2c-2771c2ecf198,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f35774f1edf4c0bef72b,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:6402:sha256-1022516a18f91e61,canonical:event:7560ce27-4b66-482f-9b29-824868d6c580,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f8705d0cc2d98faebb78,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0037964:sha256-7515b6340166226d,canonical:event:7560ce27-4b66-482f-9b29-824868d6c580,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f8705d0cc2d98faebb78,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:6400:sha256-1022516a18f91e61,canonical:event:7560ce27-4b66-482f-9b29-824868d6c580,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f8705d0cc2d98faebb78,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0040605:sha256-7515b6340166226d,canonical:person:e2858169-7ea8-458e-91e3-9bc8bd0bee19,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:701923ce7b754a363792,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P029599:sha256-2bfbf7f8ab4b1538,canonical:person:e2858169-7ea8-458e-91e3-9bc8bd0bee19,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:701923ce7b754a363792,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21232:sha256-1022516a18f91e61,canonical:person:e2858169-7ea8-458e-91e3-9bc8bd0bee19,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:701923ce7b754a363792,korean-history-fact-graph-2026-07-28-contextual-v7
ITKC:PERSON:P004545:sha256-2bfbf7f8ab4b1538,canonical:person:98275bac-9ee5-493a-9061-28b3c13ffdbc,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:27727a0d3f452583163a,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0008631:sha256-7515b6340166226d,canonical:person:98275bac-9ee5-493a-9061-28b3c13ffdbc,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:27727a0d3f452583163a,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21715:sha256-1022516a18f91e61,canonical:person:98275bac-9ee5-493a-9061-28b3c13ffdbc,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:27727a0d3f452583163a,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:21052:sha256-1022516a18f91e61,canonical:person:c9817b50-28d2-42b4-a95c-8fee482243f3,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:478d85bc2f8b33c38f1e,korean-history-fact-graph-2026-07-28-contextual-v7
AKS:ARTICLE:E0009233:sha256-7515b6340166226d,canonical:person:c9817b50-28d2-42b4-a95c-8fee482243f3,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:478d85bc2f8b33c38f1e,korean-history-fact-graph-2026-07-28-contextual-v7
THESAURUS:TERM:24488:sha256-1022516a18f91e61,canonical:place:554635b3-9ec7-44e0-9a4d-e85706f2bd66,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2549eb36897e14b76bc2,korean-history-fact-graph-2026-07-28-contextual-v7
