entity_id,entity_type,graph_release_id
canonical:concept:b4443b16-57f6-457e-a652-17662b146a8e,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:10da5e8f-8899-47d1-b3ca-19d96137f5d9,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:9e9fd32f-da64-421e-80ae-14e5eab716e0,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:1c402781-6eee-4983-ba2d-530963b2e189,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:09f38196-5de0-43f5-8c5b-8f0a78e8d3ac,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:0cc22b78-8314-4cd0-b52f-75f2ba0c9f83,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:17723903-8eff-4ba3-807b-e262ac390dc2,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:c4ec76be-d50f-47ba-87d7-9893ba7ff0ee,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:4644317a-a387-4d41-b450-b42985e0a0cd,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:organization:00b45047-6347-456f-b6f4-7e502a5fdd9b,Organization,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:ed79e227-ca4f-4e96-9df4-1b6c96afc780,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:d3fe2f16-dadf-482f-bb67-9144ee435599,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:2bb70e97-8d24-41a8-8827-aff558e1ca8d,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:fc90674a-e794-4592-8326-93275e472504,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:0f220904-48a5-4243-bb72-cadaecfdaeb2,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:85f5f629-6283-4f81-9b06-df34ecca9c0c,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:a69bd18c-16c8-46de-b2cc-8fe7da891996,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:organization:22e97f37-6b37-47ce-a740-43011d7b9a13,Organization,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:49169f55-5e9d-48ca-bb44-7ae5542b234f,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:250b0b99-defa-43d8-b6f4-b1bcd3bbda07,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:organization:b46a04d8-1872-40e0-85d4-3aec6e67b964,Organization,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:1d146dc4-0ada-4734-8f36-7f87ca79c9c9,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:bc2f5cf9-c69a-4e85-a7a4-1dc7681adeea,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:1bd68e8e-48f6-43cb-854c-f59f8e6f450c,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:5ac480ee-b10e-4978-8832-a053c736e6c1,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:648087e8-e9c9-4ee7-8da2-56d6f04e9f86,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:60e8d430-2cbe-46f6-9c5a-1ea9a752b1b1,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:86ab975c-3ace-45b5-8f51-6f2336484957,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:23e09b75-4b6d-40ed-8c87-5e5f8cd312d3,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:d3657b41-4b7b-4922-82a9-4f3172790bba,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:77d95f15-f355-40db-b8c6-c33e4c788155,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:69ad7d54-49b8-4248-a197-d62c04351f60,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:e6113ddd-15f6-4302-afe9-9aa63177af64,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:519f17d0-0092-49f4-994c-42ed0e5e4fe2,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:f6365b78-cef3-45c8-a27a-3be82a5c22c9,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:e4080602-495d-40e8-a224-48970451c7f1,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:22a689e5-d0b8-4718-bc2f-467d3b4ae39b,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:polity:91c31090-980e-48fc-90c1-bf28f2077954,Polity,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:029d5e17-4887-407b-9b3e-acb606eae062,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:5c2fa4cb-e23c-4472-a7ea-ac208e0de9a6,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:71801aa1-54fd-489e-b7d2-541bcc6ba9ea,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:7cbbdae6-f583-4bb1-b97b-ec5f3462299d,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:91eaa362-62ed-4628-8523-97ba2e204fa1,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:dc76afe8-da07-41d6-88f6-2747d3401b1c,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:060c6830-eb3a-4505-91b7-afd282d36d5e,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:ec0f37f8-59d8-44e9-8a20-6a9832496a8e,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:c2a4903e-70fa-41f4-ae34-13cb5a6dfeba,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:e3c34689-74ff-4f81-9b23-a0ae1a45ca43,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:23379d90-f103-43bb-8717-c95bb6ad50be,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:c3b73d36-36af-48e6-b7e1-d81458498a7c,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:polity:3e6df646-b2e4-42f5-b080-8992d86d9e0a,Polity,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:4317750c-0764-4ed1-8da5-fd1f1b6bc63d,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:5a154e4a-174b-4c6e-95bf-6886eb2d45f9,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:c26fac45-0fe7-4f2a-9e12-d7fedb28a44c,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:e00dffbd-dd44-4fb7-abde-f576d289b39a,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:6dfd1848-8aed-483d-809e-1816fe8b1693,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:43c779d6-cd1a-40df-8d96-15971b71c8bb,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:d0041da8-e6ac-4ec1-9c95-32f56daf138a,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:9be74723-33b2-4be4-b39e-cbc845299278,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:cb0863f6-ee35-4705-a28d-ef5bd880e3b0,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:a0c78c21-7099-4976-b1b2-96ef49ded067,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:1bc0fd6c-00b0-44d8-9bc2-e792ed26610b,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:ebcb8910-c282-456f-888e-bd5360b2e1be,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:ffb5448f-908c-4ce9-9a9f-b6d57c3b6ca2,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:084ab4d7-0e0f-4022-91ad-57e4521ff623,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:b88d61eb-f748-4e14-bcc1-863553f7498a,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:02b4dfec-2a28-4bc8-990e-0fd1558e106b,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:e1d2c78a-8f7d-4dc8-aa06-4f31e068ea5e,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:c8f0fe14-2082-4e77-ae99-7a9904828d08,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:a8312a63-8717-4e78-a408-234887b3d260,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:144c4e69-0998-4963-8049-c1a5fce77997,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:6ca36a16-c35c-4df6-94ad-cd5c5874e5e9,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:c5e9d120-a069-425e-aa6c-a3c4abbaba86,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:4e1dea57-fb42-43f9-82a1-0f66306138d8,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:bd678067-ee90-4915-8e91-d7e4a0669ddf,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:d2ff078b-ddbc-4695-ac20-871f1ba9fc6e,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:7cf58ec7-149c-453f-9cec-16700e65a95c,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:a228b1ed-b061-4b34-83d8-ec1ce8b59f87,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:91166b6f-b78d-4676-af6f-76127e6547bd,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:97d8e5c4-8d51-4a22-8837-b56b5b33ffbe,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:fd790002-8160-4397-8aa4-08f5bb322ae3,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:4852a43a-1ff5-499c-8af7-0bb6e5a39bec,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:5f2e073a-2441-420a-b54d-4873ea14d753,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:fde8590e-6bc0-4068-831d-f7f4c9119376,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:77604f94-9ac4-45ef-af91-1b7d3f46196b,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:68c9b6d1-4dc1-47fa-9c49-090cd5c9a790,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:4e98b05c-9407-4727-9302-67e1096981a2,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:227aba20-7ad2-476f-86ac-c0c10cfb5516,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:34b60f3a-eb34-4336-8269-ecfaa1716466,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:d8ec38e8-8b89-437f-8df8-e7f2847f26b6,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:361e408f-5cb0-490c-b5ed-2ecaae1238a9,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0e0a0320-bab4-458c-a48e-625a8c21eaf7,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:25873a3c-6ed3-44b8-9bda-101e346fb89e,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:0ecc924a-2367-468d-9c9f-40fd0b654a50,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:d1c40c0e-fda6-471c-8b4a-0786d687ae3d,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:d832038a-c751-469a-b68b-72f9a104fdd4,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:d821aeb1-26cc-4cdb-a197-6b8a01f7d1a4,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:e889d880-e570-4a7d-a7e1-25d16ba104a8,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:fa822b43-d244-44c9-9d1c-e2106c157d57,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:409b80c1-6f97-48a9-81b9-6065b67a4524,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:3597394a-43e9-4d17-8a78-b37e6d5a29ff,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:d6bc7e64-4289-4e60-8957-57a6ae5a5d85,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:organization:250f637d-ef77-4d2f-90ca-c8e857489935,Organization,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:5f6644dc-9515-4904-b011-7cb442fb7e2b,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:f07a7015-638b-4436-9b9c-0a9ff23d2bf1,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:1217161d-7984-4363-a807-27b58fa802c7,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:28c5483c-67f3-4f3b-9962-b1c545f043ae,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:bad358b9-8895-45fb-b596-14d79196ca80,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:organization:9bb5bac3-a89f-4cf0-b830-51f712799d80,Organization,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:bf745d8e-66f1-4f33-b9df-b300842d4fa7,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:99148fa7-2278-48df-bff2-ff3e2f758e21,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:e921fa56-59a8-47d2-aeef-aa514cf81f83,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:16318885-953e-4556-b017-f06089846d8d,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:6818aeeb-42b6-4e15-8791-bcf46d7bb16c,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:f175fade-494c-4c78-900f-dd53ce8cc80d,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:df4f30ba-9d94-4886-8fa4-5c48b269a7a9,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:efaf84b2-edc4-40f0-a5d6-82d06807c908,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:2d96134c-3714-4322-8122-488dc980cd23,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:3a21388f-0eb6-4de3-81f9-b56da9a12b0c,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:4063a664-7cbb-4883-a160-2e2c027bf1f2,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:polity:b7aa2b03-2f24-43a4-bb69-64a842bde4d9,Polity,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:4ee96d6f-7570-4d9a-b244-667a49c64d35,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:2c3cce6b-cc39-4aa1-8739-6d9e6933ad98,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:c5ce5a4f-8256-4cbf-9606-2c8d6bce4118,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:8266f912-c9ef-421d-8444-323cad3df265,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:414d51b4-0b0c-4071-97c6-ae0b347ee918,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:80f7ddea-9e6d-4477-899f-3190ee0bb5fc,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:8ac96539-7fa6-4ece-8eda-1d7195057082,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:a4297111-84c9-4bec-b483-e7c22fdd27b0,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:fcd2d07a-e726-4aa2-ab53-e600835e7954,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:d1ee086c-2803-47ac-8d89-cecf86ba00fa,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:17a4dc1b-1216-4bcc-a104-3b374ec20a1a,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:5563a262-558f-4953-a94c-3369abca890f,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:547cd7a1-0757-45ce-b39f-a04532da7604,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:29c99722-1a38-4147-8623-4689e58da7f1,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:4e29005f-a3ff-49df-b183-8b71c1e2cfda,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:83d224a3-3885-42d9-9dd3-c8f13bc9a7a1,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:0b9c93c8-3d29-49e1-9915-0545fc70f1b0,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:fcb2279c-4c1a-490e-8107-86d7ee7e5024,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:fbaa8993-4fc9-45d2-8c60-92d5802927a4,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:ad7fdfc7-67b1-4ac0-9ee9-1a3cad750c29,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:37a2b161-3f20-429e-9c0b-e3fa1dce6cc9,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:1e00277d-b4ec-4745-954f-18a263489562,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:125a2a27-11cc-450b-b025-0716af4e55ce,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:03d3057d-0186-470a-9933-f8fd58d66231,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:0df37989-ec3e-45c8-80c8-7ac82208d969,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:55a186f7-2c42-471f-8eaf-a61a62e91143,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:b25e64dc-6cb9-44a3-b566-9811331743ce,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:c217b63c-b832-477e-a59a-a0d3917a424d,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:e8ee2b91-3e2a-4667-96c7-4758d1cbcf0b,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:aa6ef043-337e-4d55-a5a4-5eba41be2fe6,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:ab063d63-0b05-48f3-8aa3-0ae79742f5e7,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:086ad0c3-f90c-4a6c-b7d8-b37d9a365e72,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:5610e7f3-9d38-4300-b051-c3e33cb6c45f,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:208bffc2-e601-4a40-8666-56b89be6c378,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:7d586229-227a-4fd8-8ce5-2d2a40f15f75,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:d9886da3-95b4-471b-be90-111c51485b19,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:2b73f136-fc0e-4604-a868-86e913c9c063,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:8a030e59-0d4e-4d03-a9ae-2a8d98cab6b1,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:a22c7527-efda-400b-a77f-30d2d9722857,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:3d0c9b46-8308-4eff-bcf7-d5d0bcab593f,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:85f4b036-b25c-4701-8f82-6a316e859897,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:513121cd-e3f5-401b-903c-26ab2a503983,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:2d526bcf-a11a-420d-8b74-de64feb186e4,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:e5ea4db5-da69-49a5-8495-4d3a6155a7f6,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:2fbf6608-8e4b-4027-88fe-73e3f0e591cf,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:polity:43901c52-a4fc-4113-a825-3ad18c6fd74b,Polity,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:c41ab327-6a62-4c85-94b5-ff06b834efd1,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:0f9ec2ff-a579-440e-839b-0e25e2c827f0,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:227bff2a-3dfa-434f-9435-0c2fee9a07b1,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:74cdfc99-6e08-4548-a331-91046e6f5a5a,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:02d10f48-6640-4cd0-a74d-f70e870eac06,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:d911580f-e02f-4f6b-ac22-d8d9a1246b02,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:2debb108-61d0-4abf-ad27-cacd738cc1bf,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:0704aedf-2ad3-47da-adfb-8a98763ae8dd,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:polity:80f019ae-aa22-496d-8382-540f21872b1c,Polity,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:f91cb3b1-bdaa-4938-9f93-737a61da8bff,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:0995152f-086d-4ff6-b63f-c74ce080e5fa,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:0346f7e8-7a53-41ed-a941-cad60389da69,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:46bf25dd-0797-456e-8543-2eb6946587ed,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:65b6a795-bd4e-4037-80de-e646b014f9fe,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:85c3f0fb-b504-48f0-b2e8-2273308a43bc,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:f188dcae-ac69-4fc0-aa88-25b5d56100be,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:b24c53a2-dd80-4475-8779-d6a030cfefe5,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:462d1702-6734-47de-bc6d-66e5b1b08127,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:polity:7c4a6926-538a-4e20-9d29-67f002ac8cc7,Polity,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:0be7e1a6-f805-4aca-83a6-0e94eb32c33c,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:896b4ba7-4ab6-4002-8697-4a43175f7272,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:bbdb4a6c-abdc-4408-b5ad-c6625d977232,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:2300edc4-d73e-4f8e-bcb4-f9c2d93761ba,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:3ac96a46-8ae2-4a94-a984-fa8d7ba37e22,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:35d49824-5f15-4278-9107-9e5c9d544fdc,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:organization:fd778a9f-d7b8-4ccb-a892-1758ca43bb90,Organization,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:29b65c45-2bfb-405f-bf91-01c70a4fba6f,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:be33aae5-4376-4bae-b533-e23e3625c6c0,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:4faece47-bcd5-4694-a1d2-419309f5e26a,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:3f14c0f9-5b49-4933-ad81-6b43f4a1f112,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:e77308a4-4471-426b-8d28-e01ea117f937,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:c4b33891-bd68-41fd-99e0-6915db013e47,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:0f43c22c-c287-4b2a-96de-6a1fd737ff88,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:b6995854-85f5-4163-8b16-41ba8e1dac3f,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:d531bd5b-2e32-41ae-90e7-471ee8a40753,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:f606949f-846b-4355-a9d4-ef3d660c079c,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:a8d77f2a-a4d8-4805-9ac8-72dbd2dab583,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:33f7a800-6ec1-4804-91ee-c8e107332633,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:21683bfb-bc15-434c-98ce-14184cbe3c02,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:1f29e7c3-069d-4ca7-817d-a868a7aa7de6,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:5206e5b0-0362-47a4-9b95-09e76bf65dbd,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:197fea4f-23ee-4bbf-a275-8b5a9c5512d3,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:925b7dfc-3ed3-4d27-81b5-3e1169aa8f7d,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:ad4d1357-5098-41ab-bd26-2bc2fa8ac5ca,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:e0cc5385-8cda-4e0e-864e-85311d6c0d99,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:2235b259-1c33-4da9-a04b-5e74399da0a7,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:cda06237-6473-427a-ac38-bec03bf6c76b,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:organization:9c1de026-ceed-4ba1-8140-242549ae17bb,Organization,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:48a9ee2b-cf7c-4f78-ba13-665015c5eafd,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:431fb7e1-3343-4315-a62a-fd5203f905a5,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:a9987631-8884-4721-958c-c19451fa864a,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:cc6f2355-6e97-42ff-b7fb-414686f5010f,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:1e9f8777-da1b-4125-9968-f59c8f935914,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:place:08a56332-170c-4700-8949-0054f2fb3b96,Place,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:e889ebfd-3efd-4d06-b863-9f0171704924,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:institution:cb964f79-ca8b-4cd7-b8b1-ab52d60560ef,Institution,korean-history-fact-graph-2026-07-27-contextual-v1
